source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,3821,07/21/2011 12:00:00 AM,,"Kumaon, Uttarakhand","Dehradun, July 21 (PTI) Two persons were killed and five injured in Uttarakhand, where incessant rains triggered landslides in Garhwal and Kumaon region, blocking several routes and disrupted normal life.Scores of pilgrims were stranded as the debris from landslides was lying on the routes to 'Chardham'-- Yamunotri, Gangotri, Kedarnath and Badrinath, officials said.One person was killed and another injured when the roof of a bus stand collapsed after overnight heavy rains in Chamoli district.In Almora, a jeep skidded off the road and fell into a gorge leaving one person dead and four others injured, they said.In several places, mud house collapsed and crops were were damaged. 16 people have died and 70 have been injured in rain related incidents during this monsoon season.","Kumaon, Uttarakhand",25km,landslide,rain,medium,unknown,1,,,,,glc,3821,India,IN,Uttarakhand,32442,Almora,15.271,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.6367,29.7334
IBN,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,3669,06/29/2011 12:00:00 AM,,"National Highway leading to Gangotri, from Dehradun","Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents for the pa","National Highway leading to Gangotri, from Dehradun",50km,landslide,downpour,medium,unknown,0,,,,,glc,3669,India,IN,Uttarakhand,17123,UttarkÄshi,34.03469,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.7963,30.7666
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3750,07/09/2011 12:00:00 AM,,Gangotri,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Gangotri,50km,landslide,downpour,medium,unknown,0,,,,,glc,3750,India,IN,Uttarakhand,17123,UttarkÄshi,14.8033,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.5925,30.7652
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3751,07/09/2011 12:00:00 AM,,Kedarnath,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Kedarnath,25km,landslide,downpour,medium,unknown,0,,,,,glc,3751,India,IN,Uttarakhand,2000,PÄ«palkoti,48.67682,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.0685,30.7331
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3752,07/09/2011 12:00:00 AM,,Yamunotri,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Yamunotri,25km,landslide,downpour,medium,unknown,0,,,,,glc,3752,India,IN,Uttarakhand,7725,Barkot,30.56741,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.4129,31.0188
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,3819,07/21/2011 12:00:00 AM,,"Chamoli , Uttarakhand","Dehradun, July 21 (PTI) Two persons were killed and five injured in Uttarakhand, where incessant rains triggered landslides in Garhwal and Kumaon region, blocking several routes and disrupted normal life.Scores of pilgrims were stranded as the debris from landslides was lying on the routes to 'Chardham'-- Yamunotri, Gangotri, Kedarnath and Badrinath, officials said.One person was killed and another injured when the roof of a bus stand collapsed after overnight heavy rains in Chamoli district.In Almora, a jeep skidded off the road and fell into a gorge leaving one person dead and four others injured, they said.In several places, mud house collapsed and crops were were damaged. 16 people have died and 70 have been injured in rain related incidents during this monsoon season.","Chamoli , Uttarakhand",25km,landslide,rain,medium,unknown,1,,,,,glc,3819,India,IN,Uttarakhand,2000,PÄ«palkoti,9.78584,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.3318,30.4043
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4929,06/16/2013 12:00:00 AM,,"Rishikesh-Joshimath-Mana Road, Uttarakhand","Between June 15 and 17th. ""Extensive damage has been done to lives and property due to torrential rains, cloudbursts and landslides between June 15 and 17. Vital road and infrastructure has been destroyed.... A number of bridges have been washed away or irreparably damaged,"" the official said quoting a preliminary report from Uttarakhand. At least 50 major landslides occurred at four stretches -- Rudraprayag-Gaurikund, Rishikesh-Joshimath-Mana, Rishikesh- Dharasu-Gangotri and Pithoragarh-Ghatiabgarh,"" the official said, adding these stretches alone saw 40 major formation breaches. Rishikesh-Joshimath-Mana road, which leads to the famous Badrinath shrine, has been quite seriously affected and ""beyond Joshimath, up to Mana, serious damage has occurred. Two offshoots - Simli-Gwaldham and Joshimath-Malari are closed,"" the official said, adding that as far as Risikesh-Dharasu- Gangotri road was concerned, ""road beyond Dharasu is a major concern."" Rishikesh-Joshimath-Mana road, which ","Rishikesh-Joshimath-Mana Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,,,glc,4929,India,IN,Uttarakhand,27611,Tehri,14.58545,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.3881,30.4954
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4930,06/16/2013 12:00:00 AM,,"Dharasu-Gangotri Road, Uttarakhand","Between June 15 and 17th. ""Extensive damage has been done to lives and property due to torrential rains, cloudbursts and landslides between June 15 and 17. Vital road and infrastructure has been destroyed.... A number of bridges have been washed away or irreparably damaged,"" the official said quoting a preliminary report from Uttarakhand. At least 50 major landslides occurred at four stretches -- Rudraprayag-Gaurikund, Rishikesh-Joshimath-Mana, Rishikesh- Dharasu-Gangotri and Pithoragarh-Ghatiabgarh,"" the official said, adding these stretches alone saw 40 major formation breaches. Rishikesh-Joshimath-Mana road, which leads to the famous Badrinath shrine, has been quite seriously affected and ""beyond Joshimath, up to Mana, serious damage has occurred. Two offshoots - Simli-Gwaldham and Joshimath-Malari are closed,"" the official said, adding that as far as Risikesh-Dharasu- Gangotri road was concerned, ""road beyond Dharasu is a major concern.""","Dharasu-Gangotri Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,,,glc,4930,India,IN,Uttarakhand,17123,UttarkÄshi,27.63875,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.6695,30.885
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4931,06/16/2013 12:00:00 AM,,"Pithoragarh-Ghatiabgarh Road, Uttarakhand","Between June 15 and 17th. ""Extensive damage has been done to lives and property due to torrential rains, cloudbursts and landslides between June 15 and 17. Vital road and infrastructure has been destroyed.... A number of bridges have been washed away or irreparably damaged,"" the official said quoting a preliminary report from Uttarakhand. At least 50 major landslides occurred at four stretches -- Rudraprayag-Gaurikund, Rishikesh-Joshimath-Mana, Rishikesh- Dharasu-Gangotri and Pithoragarh-Ghatiabgarh,"" the official said, adding these stretches alone saw 40 major formation breaches. Rishikesh-Joshimath-Mana road, which leads to the famous Badrinath shrine, has been quite seriously affected and ""beyond Joshimath, up to Mana, serious damage has occurred. Two offshoots - Simli-Gwaldham and Joshimath-Malari are closed,"" the official said, adding that as far as Risikesh-Dharasu- Gangotri road was concerned, ""road beyond Dharasu is a major concern."" On Tanakpur-Pithoragarh-Jauljibi-Tawa","Pithoragarh-Ghatiabgarh Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,,,glc,4931,India,IN,Uttarakhand,7331,DhÄrchula,11.27172,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.417,29.7986
Siasat Daily,http://www.siasat.com/news/one-killed-landslide-uttarakhand-1000019/,9849,08/10/2016 07:22:00 PM,,Landslide in Munsyari,"1 man died after being hit by rocks and debris following a landslide in Munsyari area of Pithoragarh district. Incessant rains have caused the water levels of most rivers to rise. However, the Ganga river is flowing around one metre below the danger mark at both Haridwar and Rishikesh.","Munsyari, Pithoragarh, Uttarakhand, India",1km,landslide,continuous_rain,small,above_road,1,0,,,,,,,,,,,,06/29/2017 07:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.237218,30.070512
World Hindu News,http://www.worldhindunews.com/2017/05/23/58870/800-resume-yatra-day-after-chamoli-landslip/,9802,05/20/2017 08:14:00 PM,,Landslide in Chanoli district,"Boulders roll down mountainside, blocking highway","Rishikesh-Badrinath highway, near Vishnuprayag, between Joshimath and Badrinath",5km,landslide,unknown,medium,above_road,0,0,,http://www.thehindu.com/news/national/other-states/article18516164.ece/alternates/FREE_660/TH21LANDSLIDE,,,,,,,,,,06/20/2017 08:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.56163208,30.56504675
Etemaa Daily,http://www.en.etemaaddaily.com/World/National/uttarkhand-landslide-death-toll-increases-to-13-highway-open-to-traffic:29191,9809,05/20/2017 08:14:00 PM,,Badrinath highway landslide,Landslide on highway to Hindu temple Badrinath kills multiple and traps/blocks thousands of pilgrims,"Highway to Badrinath, Uttarakhand",25km,landslide,rain,large,natural_slope,13,,,http://en.etemaaddaily.com/pages/world/national/1723uttarkhandlandslide.jpg,,,,,,,,,,06/20/2017 08:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.49231617,30.73315585
Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-10/monsoon-continues-to-wreak-havoc.html,9841,06/29/2017 01:37:00 PM,,"Landslide in Talladehi, Nepal",,"Talladehi, Nepal",5km,landslide,rain,medium,,0,0,,,Landslide buried four houses and displaced 11 more families. The displaced families are taking shelter at Lekhadi Primary School building.,,,,,,,,,06/29/2017 01:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.630002,29.60012
Business Standard,http://www.business-standard.com/article/pti-stories/1-killed-in-uttarakhand-landslip-117060601631_1.html,9706,06/06/2017 01:27:00 PM,,Landslide near Nandprayag,"Landslide due to heavy rains in Uttarakhand town, featuring falling boulders",Muniyali village (?) near Nadprayag,5km,landslide,rain,small,natural_slope,1,1,,,,,,,,,,,,06/15/2017 01:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.31958144,30.33597362
NDTV,http://www.ndtv.com/india-news/nainital-highway-closed-due-to-heavy-landslide-1445313,9864,08/16/2016 12:40:00 PM,,Landslide on Highway 87,"Heavy rains triggered a massive landslide in Uttarakhand, leading to closure of the highway connecting Nainital to Rampur and affecting supplies to this popular tourist town. Earth movers were employed but the rock could not be moved. Later more machines were employed to break the rock. Since yesterday, Nainital has received 218 mm of rainfall affecting normal life.","Highway 87, near Doa Goan, Uttarakhand",5km,landslide,rain,medium,above_road,0,0,,,,,,,,,,,,06/30/2017 12:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.451264,29.350849
Indian Express,http://indianexpress.com/article/india/india-news-india/sporadic-rains-in-himachal-pradesh-trapped-pilgrim-dies-in-landslide-2989186/,9892,08/21/2016 05:45:00 PM,,Landslide in Kinner Kailash,Sporadic rains occurred in some places in Himachal Pradesh even as a pilgrim trapped due to a landslide died while three others were rescued.,"Kinner Kailash, Himachal Pradesh",exact,landslide,rain,small,natural_slope,1,0,,,,,,,,,,,,06/30/2017 05:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.401303,31.45206
Tribune India,http://www.tribuneindia.com/news/uttarakhand/no-clue-of-gangnani-man-buried-under-landslide/287797.html,9915,08/28/2016 02:32:00 PM,,Landslide at Gangnani,1 man was buried under a landslide and the body was not found.,"Gangnani, Uttarakhand, India",1km,landslide,rain,small,above_road,1,0,,,,,,,,,,,,07/03/2017 02:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.681379,30.922325
The Hindu,http://www.thehindu.com/news/national/other-states/Rains-trigger-landslide-on-Gangotri-highway-in-Uttarakhand/article15617212.ece,9912,08/29/2016 02:32:00 PM,,Landslide on Gangotri Highway,More than five dozen people were stranded and the priest of a famous temple was trapped under debris in Gangotri after heavy rains triggered a landslide in the regio,"Gangotri Highway, Uttarakhand, India",exact,landslide,rain,medium,above_road,0,1,,,,,,,,,,,,07/03/2017 02:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.936314,30.995694
samaylive,http://www.samaylive.com/news/rains-landslides-disrupt-kailash-mansarovar-pilgrimage/648603.html,1097,08/17/2009 06:00:00 PM,,Pithoragarh district,"Dehra Dun, Aug 18 Rivers in Uttarakhand swelled as heavy rains lashed several places in the hill state while traffic was affected on many roads, including highways, after landslides swamped many stretches with soil and boulders. Official sources said roads connecting Pithoragarh and Champawat districts with rest of the country were blocked for traffic after landslides. Debris clearance works are underway on many stretches. Six people were killed in rain-related incidents yesterday. Pantnagar recorded 143 mm of rainfall while Pithoragarh received 111 mm rains and Nainital 82 mm in the past 24 hours as Kumaon region was drenched by a good amount of rainfall, Met Director Anand Sharma said.",Pithoragarh district,25km,landslide,continuous_rain,medium,unknown,0,,,,,glc,1097,India,IN,Uttarakhand,6758,LohaghÄt,4.21438,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.1327,29.4085
eKantipur.com,http://www.ekantipur.com/2014/02/28/national/baitadi-landslide-displaces-35-families/386010.html#http://www.ekantipur.com/2014/02/28/national/baitadi-landslide-displaces-35-families/386010.html,5909,02/28/2014 12:00:00 AM,,Mahakali Hwy 10200,"Thirty-five families have been displaced by a landslide at Malladehi VDC in the district. Around a hundred families of villages like Danapur, Lamuni and Pelkhet have seen their lands eroded so far.According to reports, the perennial landslip started around 40 years ago. âI moved my house three times just to escape the landslide, but to no avail,â said local resident Gyan Singh Saud.âWe are living in fear of the landslide sweeping away our house and land anytime,â said another local Bhawani Joshi.",Mahakali Hwy 10200,5km,landslide,unknown,large,above_road,0,0,,,,glc,5909,Nepal,NP,Western Region,18317,DÄrchulÄ,32.0185,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.67,29.58
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4928,06/16/2013 12:00:00 AM,,"Rudraprayag-Gaurikund Road, Uttarakhand","Between June 15 and 17th. ""Extensive damage has been done to lives and property due to torrential rains, cloudbursts and landslides between June 15 and 17. Vital road and infrastructure has been destroyed.... A number of bridges have been washed away or irreparably damaged,"" the official said quoting a preliminary report from Uttarakhand. At least 50 major landslides occurred at four stretches -- Rudraprayag-Gaurikund, Rishikesh-Joshimath-Mana, Rishikesh- Dharasu-Gangotri and Pithoragarh-Ghatiabgarh,"" the official said, adding these stretches alone saw 40 major formation breaches. Rishikesh-Joshimath-Mana road, which leads to the famous Badrinath shrine, has been quite seriously affected and ""beyond Joshimath, up to Mana, serious damage has occurred. Two offshoots - Simli-Gwaldham and Joshimath-Malari are closed,"" the official said, adding that as far as Risikesh-Dharasu- Gangotri road was concerned, ""road beyond Dharasu is a major concern.""","Rudraprayag-Gaurikund Road, Uttarakhand",25km,landslide,rain,medium,unknown,0,,,,,glc,4928,India,IN,Uttarakhand,2571,RudraprayÄg,21.58422,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.0765,30.4619
dailypioneer,http://www.dailypioneer.com/nation/78471-cloudburst-landslide-in-u-khand-claim-one.html,4445,07/05/2012 12:00:00 AM,,"Badrinath Rd,  Rishikesh, Uttarakhand","Chamoli District Magistrate SA Murugeshan told The Pioneer that due to landslide resulting from a cloudburst at Berhi, 28-year-old Pramila Rai died at the Tapovan resort where some tourists were staying. The cloudburst occurred at 2.30 am on Thursday and also damaged the tourist resort. Five trucks and one JCB of the Border Roads Organisation reached the site to clear it of the landslide debris. The disaster management team had extracted the body of the woman and post-mortem was also conducted.","Badrinath Rd,  Rishikesh, Uttarakhand",1km,landslide,downpour,large,unknown,1,,,,,glc,4445,India,IN,Uttarakhand,66390,RishÄ«kesh,3.63077,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.3221,30.1281
ibnlive.in.com,http://ibnlive.in.com/news/bad-weather-continues-in-uttarakhand-three-people-die-in-landslides-wall-collapse/410397-3-243.html,5225,07/28/2013 12:00:00 AM,,"Bhatwari Area Of Uttarkashi Districti, Uttarakhand","22-year-old police constable Gambhir Singh, on duty in Bhatwari area of Uttarkashi district, was killed yesterday after a boulder rolling down a hill hit him. He died while being flown to Dehradun for treatment.","Bhatwari Area Of Uttarkashi Districti, Uttarakhand",5km,mudslide,downpour,small,unknown,1,,,,,glc,5225,India,IN,Uttarakhand,17123,UttarkÄshi,19.16082,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.6149,30.819
Samachar Today,http://www.samachartoday.com/gangotri-national-highway-block-due-to-landslides/9243,2241,08/13/2010 12:00:00 AM,,"Gangotree national highway near Bhatvaree, Uttarkashi district","In Uttarakhand, Gangotree national highway has been blocked due to landslides near Bhatvaree in Uttarkashi District today.  According to District Magistrate Saurabh Jain, landslide happened due to heavy rain which occurred in last two-three days. Meanwhile, pilgrims were stranded at various places. ","Gangotree national highway near Bhatvaree, Uttarkashi district",5km,landslide,downpour,medium,above_road,,,,,,glc,2241,India,IN,Uttarakhand,17123,UttarkÄshi,19.4259,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.61786282,30.80200029
www.business-standard.com,http://www.business-standard.com/article/current-affairs/clear-weather-in-most-parts-of-uttarakhand-113072600531_1.html,5208,07/26/2013 12:00:00 AM,,Rishikesh-Badrinath Highway Near Kaleshwar,"The Rishikesh-Badrinath highway near Kaleshwar was also blocked and efforts are on to open these blocked routes, said the officials.",Rishikesh-Badrinath Highway Near Kaleshwar,5km,landslide,rain,medium,unknown,,,,,,glc,5208,India,IN,Uttarakhand,2000,PÄ«palkoti,23.45041,09/10/2014 05:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.2498,30.2835
Indian Express,http://indianexpress.com/article/india/india-others/4-killed-in-landslide-in-chamoli/,6928,03/31/2015 12:00:00 AM,,Joshimath-Mallari road,Four persons were killed after a landslide hit the under-construction Joshimath-Mallari road in the stateâs Chamoli district on Tuesday. The Border Road Organization (BRO) has undertaken the road construction work.,Joshimath-Mallari road,25km,landslide,construction,medium,above_road,4,0,,,,glc,6928,India,IN,Uttarakhand,13865,JoshÄ«math,24.26124,05/26/2015 10:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.8102,30.6145
The New India Express,http://www.newindianexpress.com/nation/Landslide-Blocks-Road-in-Nainital/2015/07/07/article2906046.ece,7084,07/06/2015 12:00:00 AM,,"Mall Rd, Nainital","Rains since Sunday evening brought what it seemed the whole mountain down onto the mall road, Nainital's prime destination for hotels and businesses.  Huge amounts of debris have blocked access to the main market and efforts to remove the silt and debris have been continuing.","Mall Rd, Nainital",5km,landslide,downpour,medium,above_road,0,0,,,,glc,7084,India,IN,Uttarakhand,42309,Naini TÄl,0.7314,07/07/2015 05:26:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.4525,29.393
hindustantimes,http://www.hindustantimes.com/Rains-continue-to-suspend-Chardham-yatra/Article1-731900.aspx,3905,08/10/2011 12:00:00 AM,,Chardham yatra,"The Chardham yatra comprising pilgrimage to four Himalayan shrines of Badrinath, Kedarnath, Gangotri and Yamunotri on Wednesday continued to remain suspended as due to fresh landslides triggered by rains in Uttarakhand. The landslides blocked the national highways leading to these shrines, leaving hundreds of pilgrims stranded, officials said.  While yatra to Gangotri remained suspended for the fourth consecutive day today, roads leading to Badrinath and Yamunotri have been closed since Tuesday, they said.  Rishikesh-Kedarnath road was closed on Wednesday after boulders continued to fall from a landslide-prone hill at Sirobagar area, they said.  Rishikesh-Gangotri highway, which was hit by landslides at Sainj, Helkugad and Netala in Uttarkashi district, could not be reopened Wednesday.  Rishikesh-Badrinath and Rishikesh-Yamunotri highway that were hit by landslides at Govindghat and Chhatanga area respectively have also not been cleared so far.",Chardham yatra,50km,landslide,rain,medium,unknown,0,,,,,glc,3905,India,IN,Uttarakhand,4734,Narendranagar,13.5202,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.3041,30.2828
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3749,07/09/2011 12:00:00 AM,,Badrinath,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Badrinath,25km,landslide,downpour,medium,unknown,0,,,,,glc,3749,India,IN,Uttarakhand,13865,JoshÄ«math,21.72471,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.4929,30.7412
NDTV (New Delhi Television Limited),http://www.ndtv.com/india-news/9-dead-in-cloudburst-in-uttarakhand-many-injured-1426802,8367,06/30/2016 10:00:00 PM,,"Didihat, Uttarakhand, India","At least 10 people have died and many are missing after cloudburst and landslides triggered by heavy rain in Uttarakhand, an official said.   Many are feared missing in Didihaat where 10 houses caved in due to heavy rain and mudslide late last night.      ""There is no connectivity in the area, the information we have got from a local there is that the situation is very grim. Disaster response teams have left from Almora and Dharchula to assist in relief and rescue in the region,' said a senior cop overviewing the rescue operations.   Chief Minister Harish Rawat said he was ""personally monitoring the situation"" and also announced a compensation of Rs. two lakh each to families of victims.  ""The Army has been called in to assist in relief and rescue operations,"" Mr Rawat said.  Home Minister Rajnath Singh said that National Disaster Relief Force (NDRF) teams have been rushed to the affected areas. Additional NDRF teams are also put on alert, he added.   The Met department had issued","Didihat, Uttarakhand, India",1km,mudslide,monsoon,large,unknown,0,0,,,,glc,8367,India,IN,Uttarakhand,47571,PithorÄgarh,24.45011,07/06/2016 02:42:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.2565,29.8002
Frify,http://frify.com/video/watch-landslide-at-gangotri-highway-near-helgugad-in-uttarkashi-caught-on-cam,9166,07/18/2016 12:00:00 AM,,"Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India","Rock falls off slope side and into road. In a rare video, a landslide at Gangotri Highway near Helgugad here is caught live on camera.  The 26-second video shows a small part of mountain falling followed by the big boulders.  The incident happened on July 18.  It is pertinent to mention here that in the past week, 23 persons have been killed in rain-related incidents across the state which is also known as Devbhoomi.","Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India",1km,rock_fall,rain,medium,above_road,,,,,,glc,9166,India,IN,Uttarakhand,17123,UttarkÄshi,0.75174,07/25/2016 04:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.4358,30.7313
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/8000-pilgrims-stranded-in-Uttarakhand/articleshow/6494279.cms,2379,09/03/2010 12:00:00 AM,,"Rudraprayag, Rishikesh-Badrinath hwy","Sep 5, 2010, 05.13am IST  DEHRADUN: Over 8,000 pilgrims and tourists on the Char Dham Yatra are stranded following heavy downpour and landslides on Rishikesh-Badrinath and Rishikesh-Gangotri national highways in Chamoli district of Uttarakhand since Friday.  Reports reaching Dehra-dun said yatris on 280km-long Rishikesh-Badrinath route are stranded after a number of landslides, including one at Shivpuri and another at Rudraprayag, damaged the road. Efforts are on to clear the road but inclement weather is hampering work.  The 300km-long Rishi-kesh-Gangotri national highway is also blocked after landslips and rock-falls near Bhatwari town.  Read more: 8000 pilgrims stranded in Uttarakhand ","Rudraprayag, Rishikesh-Badrinath hwy",10km,landslide,downpour,medium,unknown,0,,,,,glc,2379,India,IN,Uttarakhand,2571,RudraprayÄg,0.07823,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.9829,30.2851
